Total Nacional	Comunidades y Ciudades Autónomas	Provincias	Islas	Tipo de dato	Periodo	Total
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	29/11/2020	8,56
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	25/11/2020	14,69
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	22/11/2020	9,46
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	18/11/2020	15,02
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	15/11/2020	8,31
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	11/11/2020	13,44
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	8/11/2020	7,53
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	4/11/2020	14,29
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	1/11/2020	10,99
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	28/10/2020	14,68
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	25/10/2020	10,13
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	21/10/2020	14,1
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	18/10/2020	10,35
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	14/10/2020	14,64
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	11/10/2020	12,1
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	7/10/2020	15,49
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	4/10/2020	10,42
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	30/9/2020	10,62
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	27/9/2020	9,81
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	23/9/2020	15,65
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	20/9/2020	11,29
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	16/9/2020	16,02
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	13/9/2020	12,66
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	9/9/2020	15,77
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	6/9/2020	13,46
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	2/9/2020	15,61
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	30/8/2020	13,27
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	26/8/2020	16,01
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	23/8/2020	11,53
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	19/8/2020	16,08
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	16/8/2020	13,01
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	12/8/2020	15,32
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	9/8/2020	12,93
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	5/8/2020	15,79
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	2/8/2020	13,13
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	29/7/2020	16,16
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	26/7/2020	13,56
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	22/7/2020	16,09
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	19/7/2020	13,64
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	15/7/2020	16,96
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	12/7/2020	13,33
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	8/7/2020	16,35
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	5/7/2020	13,82
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	1/7/2020	17,09
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	28/6/2020	14,11
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	24/6/2020	16,63
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	20/6/2020	12,44
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	19/6/2020	14,66
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	18/6/2020	14,61
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	17/6/2020	14,46
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	16/6/2020	14,21
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	15/6/2020	14,39
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	14/6/2020	9,81
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	13/6/2020	11,22
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	12/6/2020	13,33
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	11/6/2020	13,95
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	10/6/2020	14,29
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	9/6/2020	12,84
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	8/6/2020	13,57
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	7/6/2020	8,69
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	6/6/2020	11,12
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	5/6/2020	13,44
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	4/6/2020	13,07
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	3/6/2020	13,74
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	2/6/2020	13,58
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	1/6/2020	13,19
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	31/5/2020	8,74
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	30/5/2020	11,22
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	29/5/2020	13,07
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	28/5/2020	13,39
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	27/5/2020	13,11
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	26/5/2020	13,39
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	25/5/2020	12,88
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	24/5/2020	6,49
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	23/5/2020	8,08
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	22/5/2020	10,99
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	21/5/2020	11,23
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	20/5/2020	11,31
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	19/5/2020	11,46
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	18/5/2020	11,27
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	17/5/2020	5,83
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	16/5/2020	6,99
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	15/5/2020	9,76
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	14/5/2020	10,42
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	13/5/2020	10,82
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	12/5/2020	10,8
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	11/5/2020	10,38
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	10/5/2020	5,82
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	9/5/2020	6,15
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	8/5/2020	10,25
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	7/5/2020	10,58
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	6/5/2020	10,39
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	5/5/2020	10,66
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	4/5/2020	10,11
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	3/5/2020	5,96
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	2/5/2020	6,07
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	1/5/2020	5,82
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	30/4/2020	8,69
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	29/4/2020	8,7
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	28/4/2020	8,56
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	27/4/2020	8,24
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	26/4/2020	4,57
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	25/4/2020	5,89
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	24/4/2020	8,11
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	23/4/2020	6,33
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	22/4/2020	8,82
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	21/4/2020	8,41
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	20/4/2020	8,36
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	19/4/2020	4,57
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	18/4/2020	6,03
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	17/4/2020	8,06
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	16/4/2020	8,56
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	15/4/2020	8,06
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	14/4/2020	8,18
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	13/4/2020	7,73
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	12/4/2020	4,71
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	11/4/2020	5,36
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	10/4/2020	4,94
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	9/4/2020	5,54
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	8/4/2020	7,62
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	7/4/2020	7,45
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	6/4/2020	6,92
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	5/4/2020	4,51
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	4/4/2020	5,59
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	3/4/2020	7,59
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	2/4/2020	7,03
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	1/4/2020	6,89
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	31/3/2020	7,07
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	30/3/2020	7,17
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	28/3/2020	5,64
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	26/3/2020	8,28
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	24/3/2020	8,26
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	22/3/2020	4,53
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	20/3/2020	8,69
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	18/3/2020	9,17
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	16/3/2020	9,44
Total Nacional	Castilla y León	Ávila		Porcentaje de población que sale del área	18/11/2019	26,62
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	29/12/2021	12,12
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	26/12/2021	7,71
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	22/12/2021	14,24
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	19/12/2021	9,43
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	15/12/2021	15,07
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	12/12/2021	9,18
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	8/12/2021	8,61
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	1/12/2021	14,85
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	28/11/2021	8,23
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	24/11/2021	13,77
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	21/11/2021	9,6
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	17/11/2021	15,65
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	14/11/2021	10,25
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	10/11/2021	14,79
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	7/11/2021	9,49
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	3/11/2021	11,66
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	31/10/2021	10,15
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	27/10/2021	14,6
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	24/10/2021	10,47
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	20/10/2021	14,94
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	17/10/2021	10,01
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	13/10/2021	15,06
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	10/10/2021	11,83
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	6/10/2021	15,44
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	3/10/2021	7,77
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	29/9/2021	15,51
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	26/9/2021	9,81
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	22/9/2021	14,51
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	19/9/2021	10
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	15/9/2021	14,5
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	12/9/2021	10,37
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	8/9/2021	14,56
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	5/9/2021	10,21
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	1/9/2021	14,36
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	29/8/2021	9,75
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	25/8/2021	13,69
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	22/8/2021	9,94
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	18/8/2021	13,3
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	15/8/2021	10,53
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	11/8/2021	13,63
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	8/8/2021	9,84
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	4/8/2021	13,51
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	1/8/2021	10,11
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	28/7/2021	14,1
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	25/7/2021	9,77
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	21/7/2021	14,59
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	18/7/2021	9,93
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	14/7/2021	14,25
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	11/7/2021	10,2
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	7/7/2021	14,31
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	4/7/2021	9,81
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	30/6/2021	14,68
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	27/6/2021	10,52
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	23/6/2021	11,68
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	20/6/2021	9,95
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	16/6/2021	15,63
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	13/6/2021	10,42
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	9/6/2021	16,07
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	6/6/2021	10,79
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	2/6/2021	15,5
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	30/5/2021	8,3
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	26/5/2021	13,94
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	23/5/2021	8,04
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	19/5/2021	15,12
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	16/5/2021	9,3
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	12/5/2021	13,53
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	9/5/2021	9,26
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	5/5/2021	14,77
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	2/5/2021	5,7
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	28/4/2021	14,46
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	25/4/2021	5,42
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	21/4/2021	14,46
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	18/4/2021	8,95
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	14/4/2021	15,11
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	11/4/2021	6,6
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	7/4/2021	14,54
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	4/4/2021	8,67
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	31/3/2021	14,6
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	28/3/2021	8,58
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	24/3/2021	15,57
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	21/3/2021	7,25
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	17/3/2021	15,12
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	14/3/2021	8,68
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	10/3/2021	15,06
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	7/3/2021	7,85
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	3/3/2021	14,89
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	28/2/2021	8,78
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	24/2/2021	14,76
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	21/2/2021	7,03
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	17/2/2021	14,14
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	14/2/2021	8,65
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	10/2/2021	13,6
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	7/2/2021	6,72
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	3/2/2021	14,25
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	31/1/2021	6,23
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	27/1/2021	14,11
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	24/1/2021	6,45
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	20/1/2021	13,93
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	17/1/2021	6,25
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	13/1/2021	11,51
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	10/1/2021	5,09
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	6/1/2021	7,33
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	3/1/2021	7,32
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	30/12/2020	13,48
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	27/12/2020	8,81
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	23/12/2020	15,26
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	20/12/2020	9,29
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	16/12/2020	16,1
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	13/12/2020	9,2
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	9/12/2020	15,43
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	6/12/2020	8,84
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	2/12/2020	16,64
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	29/11/2020	9,37
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	25/11/2020	16,7
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	22/11/2020	9,57
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	18/11/2020	16,56
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	15/11/2020	7,51
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	11/11/2020	15,53
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	8/11/2020	8,77
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	4/11/2020	16,92
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	1/11/2020	12,15
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	28/10/2020	16,95
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	25/10/2020	9,72
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	21/10/2020	16,14
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	18/10/2020	11,76
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	14/10/2020	17,7
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	11/10/2020	12,28
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	7/10/2020	18,22
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	4/10/2020	10,59
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	30/9/2020	13,59
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	27/9/2020	9,67
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	23/9/2020	17,99
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	20/9/2020	10,54
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	16/9/2020	18,24
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	13/9/2020	12,63
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	9/9/2020	18,3
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	6/9/2020	11,39
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	2/9/2020	17,21
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	30/8/2020	10,94
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	26/8/2020	16,5
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	23/8/2020	9,65
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	19/8/2020	16,41
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	16/8/2020	10,62
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	12/8/2020	15,26
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	9/8/2020	10,95
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	5/8/2020	16,71
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	2/8/2020	11,61
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	29/7/2020	18,15
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	26/7/2020	12,56
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	22/7/2020	17,49
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	19/7/2020	12,93
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	15/7/2020	18,31
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	12/7/2020	12,35
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	8/7/2020	18,54
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	5/7/2020	13,28
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	1/7/2020	18,65
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	28/6/2020	13,58
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	24/6/2020	18,41
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	20/6/2020	14,35
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	19/6/2020	16,45
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	18/6/2020	16,88
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	17/6/2020	15,94
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	16/6/2020	16,34
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	15/6/2020	15,56
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	14/6/2020	11,16
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	13/6/2020	12,93
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	12/6/2020	14,93
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	11/6/2020	16,16
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	10/6/2020	16,35
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	9/6/2020	14,23
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	8/6/2020	14,23
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	7/6/2020	8,04
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	6/6/2020	13,34
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	5/6/2020	15,51
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	4/6/2020	14,78
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	3/6/2020	15,02
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	2/6/2020	15,36
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	1/6/2020	14,39
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	31/5/2020	9,5
Total Nacional	Castilla y León	Burgos		Porcentaje de población que sale del área	30/5/2020	13,59
